dataOrigin,minPKey,maxPKey,nMS2,total
/home/chong/Downloads/CCLE/output/Protein_21/d01049_Prot_21_11.mzML,21896546,21989867,40966,10091318
/home/chong/Downloads/CCLE/output/Protein_21/d01050_Prot_21_12.mzML,21989872,22089558,44172,10135490
/home/chong/Downloads/CCLE/output/Protein_22/d01054_Prot_22_01.mzML,22089563,22180094,40163,10175653
/home/chong/Downloads/CCLE/output/Protein_22/d01055_Prot_22_02.mzML,22180098,22269300,39043,10214696
/home/chong/Downloads/CCLE/output/Protein_22/d01056_Prot_22_03.mzML,22269304,22361426,40973,10255669
/home/chong/Downloads/CCLE/output/Protein_22/d01057_Prot_22_04.mzML,22361431,22452208,39923,10295592
/home/chong/Downloads/CCLE/output/Protein_22/d01058_Prot_22_05.mzML,22452213,22543324,40278,10335870
/home/chong/Downloads/CCLE/output/Protein_22/d01059_Prot_22_06.mzML,22543328,22633723,40214,10376084
/home/chong/Downloads/CCLE/output/Protein_22/d01060_Prot_22_07.mzML,22633727,22727218,42014,10418098
/home/chong/Downloads/CCLE/output/Protein_22/d01061_Prot_22_08.mzML,22727223,22818924,41868,10459966
/home/chong/Downloads/CCLE/output/Protein_22/d01062_Prot_22_09.mzML,22818929,22901933,36719,10496685
/home/chong/Downloads/CCLE/output/Protein_22/d01063_Prot_22_10.mzML,22901938,22990054,39618,10536303
/home/chong/Downloads/CCLE/output/Protein_22/d01064_Prot_22_11.mzML,22990058,23075538,38047,10574350
/home/chong/Downloads/CCLE/output/Protein_22/d01065_Prot_22_12.mzML,23075543,23161165,38871,10613221
/home/chong/Downloads/CCLE/output/Protein_23/g00747_Prot_23_01.mzML,23161169,23257774,45410,10658631
/home/chong/Downloads/CCLE/output/Protein_23/g00748_Prot_23_02.mzML,23257779,23347058,41982,10700613
/home/chong/Downloads/CCLE/output/Protein_23/g00749_Prot_23_03.mzML,23347063,23439612,43574,10744187
/home/chong/Downloads/CCLE/output/Protein_23/g00750_Prot_23_04.mzML,23439619,23530249,42598,10786785
/home/chong/Downloads/CCLE/output/Protein_23/g00751_Prot_23_05.mzML,23530254,23621920,43158,10829943
/home/chong/Downloads/CCLE/output/Protein_23/g00752_Prot_23_06.mzML,23621925,23717478,44486,10874429
/home/chong/Downloads/CCLE/output/Protein_23/g00753_Prot_23_07.mzML,23717483,23813277,44795,10919224
/home/chong/Downloads/CCLE/output/Protein_23/g00754_Prot_23_08.mzML,23813281,23912048,46667,10965891
/home/chong/Downloads/CCLE/output/Protein_23/g00755_Prot_23_09.mzML,23912052,24007390,44693,11010584
/home/chong/Downloads/CCLE/output/Protein_23/g00756_Prot_23_10.mzML,24007395,24102402,44730,11055314
/home/chong/Downloads/CCLE/output/Protein_23/g00757_Prot_23_11.mzML,24102407,24194631,43221,11098535
/home/chong/Downloads/CCLE/output/Protein_23/g00758_Prot_23_12.mzML,24194636,24293022,46149,11144684
/home/chong/Downloads/CCLE/output/Protein_24/g00760_Prot_24_01.mzML,24293026,24388980,45096,11189780
/home/chong/Downloads/CCLE/output/Protein_24/g00761_Prot_24_02.mzML,24388987,24477178,41483,11231263
/home/chong/Downloads/CCLE/output/Protein_24/g00762_Prot_24_03.mzML,24477182,24574008,45449,11276712
/home/chong/Downloads/CCLE/output/Protein_24/g00763_Prot_24_04.mzML,24574012,24666804,43547,11320259
/home/chong/Downloads/CCLE/output/Protein_24/g00764_Prot_24_05.mzML,24666809,24757964,42841,11363100
/home/chong/Downloads/CCLE/output/Protein_24/g00765_Prot_24_06.mzML,24757969,24845800,41281,11404381
/home/chong/Downloads/CCLE/output/Protein_24/g00766_Prot_24_07.mzML,24845804,24940521,44504,11448885
/home/chong/Downloads/CCLE/output/Protein_24/g00767_Prot_24_08.mzML,24940525,25044459,49074,11497959
/home/chong/Downloads/CCLE/output/Protein_24/g00768_Prot_24_09.mzML,25044463,25133000,41700,11539659
/home/chong/Downloads/CCLE/output/Protein_24/g00769_Prot_24_10.mzML,25133004,25222351,42148,11581807
/home/chong/Downloads/CCLE/output/Protein_24/g00770_Prot_24_11.mzML,25222355,25319188,45575,11627382
/home/chong/Downloads/CCLE/output/Protein_24/g00771_Prot_24_12.mzML,25319194,25416041,45273,11672655
/home/chong/Downloads/CCLE/output/Protein_25/g00796_171103182003_Prot_25_01.mzML,25416047,25523756,49358,11722013
/home/chong/Downloads/CCLE/output/Protein_25/g00797_Prot_25_02.mzML,25523760,25624692,45978,11767991
/home/chong/Downloads/CCLE/output/Protein_25/g00798_Prot_25_03.mzML,25624697,25729278,47892,11815883
/home/chong/Downloads/CCLE/output/Protein_25/g00799_Prot_25_04.mzML,25729283,25832609,47045,11862928
/home/chong/Downloads/CCLE/output/Protein_25/g00800_Prot_25_05.mzML,25832614,25935522,47050,11909978
/home/chong/Downloads/CCLE/output/Protein_25/g00801_Prot_25_06.mzML,25935527,26037270,46035,11956013
/home/chong/Downloads/CCLE/output/Protein_25/g00802_Prot_25_07.mzML,26037274,26139991,45821,12001834
/home/chong/Downloads/CCLE/output/Protein_25/g00803_Prot_25_08.mzML,26140001,26248994,50000,12051834
/home/chong/Downloads/CCLE/output/Protein_25/g00804_Prot_25_09.mzML,26248998,26351877,46120,12097954
/home/chong/Downloads/CCLE/output/Protein_25/g00805_Prot_25_10.mzML,26351884,26459099,48346,12146300
/home/chong/Downloads/CCLE/output/Protein_25/g00806_Prot_25_11.mzML,26459103,26562945,46458,12192758
/home/chong/Downloads/CCLE/output/Protein_25/g00807_Prot_25_12.mzML,26562950,26669529,47952,12240710
/home/chong/Downloads/CCLE/output/Protein_26/g00809_Prot_26_01.mzML,26669534,26778435,48424,12289134
/home/chong/Downloads/CCLE/output/Protein_26/g00810_Prot_26_02.mzML,26778440,26879684,44867,12334001
/home/chong/Downloads/CCLE/output/Protein_26/g00811_Prot_26_03.mzML,26879690,26983650,46298,12380299
/home/chong/Downloads/CCLE/output/Protein_26/g00812_Prot_26_04.mzML,26983654,27084417,44959,12425258
/home/chong/Downloads/CCLE/output/Protein_26/g00813_Prot_26_05.mzML,27084421,27185727,44802,12470060
/home/chong/Downloads/CCLE/output/Protein_26/g00814_Prot_26_06.mzML,27185732,27286695,44210,12514270
/home/chong/Downloads/CCLE/output/Protein_26/g00815_Prot_26_07.mzML,27286703,27387530,44816,12559086
/home/chong/Downloads/CCLE/output/Protein_26/g00857_Prot_26_08.mzML,27387542,27485671,45879,12604965
/home/chong/Downloads/CCLE/output/Protein_26/g00858_Prot_26_09.mzML,27485675,27578132,42679,12647644
/home/chong/Downloads/CCLE/output/Protein_26/g00859_Prot_26_10.mzML,27578137,27685428,49232,12696876
/home/chong/Downloads/CCLE/output/Protein_26/g00860_Prot_26_11.mzML,27685432,27775636,41796,12738672
/home/chong/Downloads/CCLE/output/Protein_26/g00861_Prot_26_12.mzML,27775641,27872204,44780,12783452
/home/chong/Downloads/CCLE/output/Protein_27/g00316_Prot_27_01.mzML,27872209,27953645,37773,12821225
/home/chong/Downloads/CCLE/output/Protein_27/g00317_Prot_27_02.mzML,27953650,28028047,34583,12855808
/home/chong/Downloads/CCLE/output/Protein_27/g00318_Prot_27_03.mzML,28028051,28110710,38046,12893854
/home/chong/Downloads/CCLE/output/Protein_27/g00319_Prot_27_04.mzML,28110715,28188114,35937,12929791
/home/chong/Downloads/CCLE/output/Protein_27/g00320_Prot_27_05.mzML,28188119,28266455,36194,12965985
/home/chong/Downloads/CCLE/output/Protein_27/g00321_Prot_27_06.mzML,28266459,28349219,38028,13004013
/home/chong/Downloads/CCLE/output/Protein_27/g00322_Prot_27_07.mzML,28349223,28428235,36803,13040816
/home/chong/Downloads/CCLE/output/Protein_27/g00323_Prot_27_08.mzML,28428239,28513856,39593,13080409
/home/chong/Downloads/CCLE/output/Protein_27/g00324_Prot_27_09.mzML,28513860,28600465,40465,13120874
/home/chong/Downloads/CCLE/output/Protein_27/g00325_Prot_27_10.mzML,28600469,28682014,37423,13158297
/home/chong/Downloads/CCLE/output/Protein_27/g00326_Prot_27_11.mzML,28682018,28767225,39443,13197740
/home/chong/Downloads/CCLE/output/Protein_27/g00327_Prot_27_12.mzML,28767230,28843003,34973,13232713
/home/chong/Downloads/CCLE/output/Protein_28/g00303_Prot_28_01.mzML,28843008,28919937,35761,13268474
/home/chong/Downloads/CCLE/output/Protein_28/g00304_Prot_28_02.mzML,28919941,28986049,30835,13299309
/home/chong/Downloads/CCLE/output/Protein_28/g00305_Prot_28_03.mzML,28986053,29065483,37005,13336314
/home/chong/Downloads/CCLE/output/Protein_28/g00306_Prot_28_04.mzML,29065490,29140574,34755,13371069
/home/chong/Downloads/CCLE/output/Protein_28/g00307_Prot_28_05.mzML,29140579,29216463,35066,13406135
/home/chong/Downloads/CCLE/output/Protein_28/g00308_Prot_28_06.mzML,29216467,29290133,33503,13439638
/home/chong/Downloads/CCLE/output/Protein_28/g00309_Prot_28_07.mzML,29290137,29368345,36726,13476364
/home/chong/Downloads/CCLE/output/Protein_28/g00310_Prot_28_08.mzML,29368349,29443696,35082,13511446
/home/chong/Downloads/CCLE/output/Protein_28/g00311_Prot_28_09.mzML,29443700,29519393,35411,13546857
/home/chong/Downloads/CCLE/output/Protein_28/g00312_Prot_28_10.mzML,29519397,29594835,35223,13582080
/home/chong/Downloads/CCLE/output/Protein_28/g00313_Prot_28_11.mzML,29594840,29673734,36801,13618881
/home/chong/Downloads/CCLE/output/Protein_28/g00314_Prot_28_12.mzML,29673738,29753782,36487,13655368
/home/chong/Downloads/CCLE/output/Protein_29/g00341_Prot_29_01.mzML,29753786,29832876,36775,13692143
/home/chong/Downloads/CCLE/output/Protein_29/g00342_Prot_29_02.mzML,29832882,29901099,31775,13723918
/home/chong/Downloads/CCLE/output/Protein_29/g00343_Prot_29_03.mzML,29901104,29971940,32824,13756742
/home/chong/Downloads/CCLE/output/Protein_29/g00344_Prot_29_04.mzML,29971944,30041939,32251,13788993
/home/chong/Downloads/CCLE/output/Protein_29/g00345_Prot_29_05.mzML,30041945,30110936,31846,13820839
/home/chong/Downloads/CCLE/output/Protein_29/g00346_Prot_29_06.mzML,30110953,30182855,32867,13853706
/home/chong/Downloads/CCLE/output/Protein_29/g00347_Prot_29_07.mzML,30182859,30255754,34108,13887814
/home/chong/Downloads/CCLE/output/Protein_29/g00348_Prot_29_08.mzML,30255758,30324972,32112,13919926
/home/chong/Downloads/CCLE/output/Protein_29/g00349_Prot_29_09.mzML,30324977,30399054,34529,13954455
/home/chong/Downloads/CCLE/output/Protein_29/g00350_Prot_29_10.mzML,30399060,30468494,32172,13986627
/home/chong/Downloads/CCLE/output/Protein_29/g00351_Prot_29_11.mzML,30468499,30540164,33321,14019948
/home/chong/Downloads/CCLE/output/Protein_29/g00352_Prot_29_12.mzML,30540169,30608797,31424,14051372
/home/chong/Downloads/CCLE/output/Protein_30/g00373_Prot_30_01.mzML,30608801,30679596,32616,14083988
/home/chong/Downloads/CCLE/output/Protein_30/g00374_Prot_30_02.mzML,30679600,30751088,32923,14116911
/home/chong/Downloads/CCLE/output/Protein_30/g00375_Prot_30_03.mzML,30751092,30823820,33598,14150509
/home/chong/Downloads/CCLE/output/Protein_30/g00376_Prot_30_04.mzML,30823824,30896317,33481,14183990
/home/chong/Downloads/CCLE/output/Protein_30/g00377_Prot_30_05.mzML,30896322,30969470,33654,14217644
/home/chong/Downloads/CCLE/output/Protein_30/g00378_Prot_30_06.mzML,30969475,31038468,31540,14249184
/home/chong/Downloads/CCLE/output/Protein_30/g00379_Prot_30_07.mzML,31038473,31117710,36771,14285955
/home/chong/Downloads/CCLE/output/Protein_30/g00380_170807185028_Prot_30_08-2.mzML,31117717,31176512,26279,14312234
/home/chong/Downloads/CCLE/output/Protein_30/g00381_Prot_30_09.mzML,31176516,31257947,37546,14349780
/home/chong/Downloads/CCLE/output/Protein_30/g00382_Prot_30_10.mzML,31257953,31337736,36663,14386443
/home/chong/Downloads/CCLE/output/Protein_30/g00383_Prot_30_11.mzML,31337741,31421713,38539,14424982
/home/chong/Downloads/CCLE/output/Protein_30/g00384_Prot_30_12.mzML,31421722,31503083,36759,14461741
/home/chong/Downloads/CCLE/output/Protein_31/g00396_Prot_31_01.mzML,31503088,31575136,33247,14494988
/home/chong/Downloads/CCLE/output/Protein_31/g00397_Prot_31_02.mzML,31575141,31649692,34278,14529266
/home/chong/Downloads/CCLE/output/Protein_31/g00398_Prot_31_03.mzML,31649696,31725099,34884,14564150
/home/chong/Downloads/CCLE/output/Protein_31/g00399_Prot_31_04.mzML,31725104,31800020,34442,14598592
/home/chong/Downloads/CCLE/output/Protein_31/g00400_Prot_31_05.mzML,31800024,31872648,33568,14632160
/home/chong/Downloads/CCLE/output/Protein_31/g00401_Prot_31_06.mzML,31872660,31945350,33596,14665756
/home/chong/Downloads/CCLE/output/Protein_31/g00402_Prot_31_07.mzML,31945355,32022630,35926,14701682
/home/chong/Downloads/CCLE/output/Protein_31/g00403_Prot_31_08.mzML,32022635,32098080,34747,14736429
/home/chong/Downloads/CCLE/output/Protein_31/g00404_Prot_31_09.mzML,32098085,32175870,35842,14772271
/home/chong/Downloads/CCLE/output/Protein_31/g00405_Prot_31_10.mzML,32175876,32249235,33120,14805391
/home/chong/Downloads/CCLE/output/Protein_31/g00406_Prot_31_11.mzML,32249243,32316968,31027,14836418
/home/chong/Downloads/CCLE/output/Protein_31/g00407_Prot_31_12.mzML,32316977,32393779,35654,14872072
/home/chong/Downloads/CCLE/output/Protein_32/g00416_Prot_32_01.mzML,32393784,32461941,31206,14903278
/home/chong/Downloads/CCLE/output/Protein_32/g00417_Prot_32_02.mzML,32461947,32528918,30309,14933587
/home/chong/Downloads/CCLE/output/Protein_32/g00418_Prot_32_03.mzML,32528927,32602284,33642,14967229
/home/chong/Downloads/CCLE/output/Protein_32/g00419_Prot_32_04.mzML,32602288,32678459,34576,15001805
/home/chong/Downloads/CCLE/output/Protein_32/g00420_Prot_32_05.mzML,32678464,32745815,30838,15032643
/home/chong/Downloads/CCLE/output/Protein_32/g00421_Prot_32_06.mzML,32745819,32815715,31914,15064557
/home/chong/Downloads/CCLE/output/Protein_32/g00422_Prot_32_07.mzML,32815720,32888464,33570,15098127
/home/chong/Downloads/CCLE/output/Protein_32/g00423_Prot_32_08.mzML,32888469,32962832,33986,15132113
/home/chong/Downloads/CCLE/output/Protein_32/g00424_Prot_32_09.mzML,32962837,33041193,35942,15168055
/home/chong/Downloads/CCLE/output/Protein_32/g00425_Prot_32_10.mzML,33041197,33110627,31976,15200031
/home/chong/Downloads/CCLE/output/Protein_32/g00426_Prot_32_11.mzML,33110631,33183662,33634,15233665
/home/chong/Downloads/CCLE/output/Protein_32/g00427_Prot_32_12.mzML,33183667,33256902,33157,15266822
/home/chong/Downloads/CCLE/output/Protein_33/g00473_Prot_33_01.mzML,33256906,33343399,40018,15306840
/home/chong/Downloads/CCLE/output/Protein_33/g00474_Prot_33_02.mzML,33343403,33427062,38669,15345509
/home/chong/Downloads/CCLE/output/Protein_33/g00475_Prot_33_03.mzML,33427066,33516091,41433,15386942
/home/chong/Downloads/CCLE/output/Protein_33/g00476_Prot_33_04.mzML,33516096,33603252,38275,15425217
/home/chong/Downloads/CCLE/output/Protein_33/g00524_Prot_33_10.mzML,33603256,33688072,39473,15464690
/home/chong/Downloads/CCLE/output/Protein_33/g00525_Prot_33_11.mzML,33688077,33779672,42248,15506938
/home/chong/Downloads/CCLE/output/Protein_33/g00526_Prot_33_12.mzML,33779676,33868577,41204,15548142
/home/chong/Downloads/CCLE/output/Protein_33/g00544_Prot_33_05.mzML,33868582,33942234,34426,15582568
/home/chong/Downloads/CCLE/output/Protein_33/g00545_Prot_33_06.mzML,33942238,34015560,34161,15616729
/home/chong/Downloads/CCLE/output/Protein_33/g00546_Prot_33_07.mzML,34015565,34095963,37961,15654690
/home/chong/Downloads/CCLE/output/Protein_33/g00547_Prot_33_08.mzML,34095967,34172080,35350,15690040
/home/chong/Downloads/CCLE/output/Protein_33/g00548_Prot_33_09.mzML,34172085,34258107,40122,15730162
/home/chong/Downloads/CCLE/output/Protein_34/g00498_Prot_34_12.mzML,34258113,34334869,31085,15761247
/home/chong/Downloads/CCLE/output/Protein_34/g00499_Prot_34_11.mzML,34334877,34421372,36985,15798232
/home/chong/Downloads/CCLE/output/Protein_34/g00500_Prot_34_10.mzML,34421377,34479630,27201,15825433
/home/chong/Downloads/CCLE/output/Protein_34/g00501_Prot_34_09.mzML,34479634,34549602,33111,15858544
/home/chong/Downloads/CCLE/output/Protein_34/g00502_Prot_34_08.mzML,34549606,34622629,34245,15892789
/home/chong/Downloads/CCLE/output/Protein_34/g00503_Prot_34_07.mzML,34622634,34690624,32221,15925010
/home/chong/Downloads/CCLE/output/Protein_34/g00504_Prot_34_06.mzML,34690628,34758245,31881,15956891
/home/chong/Downloads/CCLE/output/Protein_34/g00505_Prot_34_05.mzML,34758250,34822177,30144,15987035
/home/chong/Downloads/CCLE/output/Protein_34/g00506_Prot_34_04.mzML,34822181,34894819,34137,16021172
/home/chong/Downloads/CCLE/output/Protein_34/g00507_Prot_34_03.mzML,34894825,34976491,37868,16059040
/home/chong/Downloads/CCLE/output/Protein_34/g00508_Prot_34_02.mzML,34976495,35061756,39543,16098583
/home/chong/Downloads/CCLE/output/Protein_34/g00509_Prot_34_01.mzML,35061761,35143512,37612,16136195
/home/chong/Downloads/CCLE/output/Protein_35/g00721_Prot_35_01.mzML,35143517,35227349,39408,16175603
/home/chong/Downloads/CCLE/output/Protein_35/g00722_Prot_35_02.mzML,35227353,35318659,42729,16218332
/home/chong/Downloads/CCLE/output/Protein_35/g00723_Prot_35_03.mzML,35318666,35413107,44007,16262339
/home/chong/Downloads/CCLE/output/Protein_35/g00724_Prot_35_04.mzML,35413111,35510517,45439,16307778
/home/chong/Downloads/CCLE/output/Protein_35/g00725_Prot_35_05.mzML,35510522,35599730,41674,16349452
/home/chong/Downloads/CCLE/output/Protein_35/g00726_Prot_35_06.mzML,35599735,35693861,43835,16393287
/home/chong/Downloads/CCLE/output/Protein_35/g00727_Prot_35_07.mzML,35693865,35791264,46186,16439473
/home/chong/Downloads/CCLE/output/Protein_35/g00728_Prot_35_08.mzML,35791269,35888185,45082,16484555
/home/chong/Downloads/CCLE/output/Protein_35/g00729_Prot_35_09.mzML,35888190,35986233,46234,16530789
/home/chong/Downloads/CCLE/output/Protein_35/g00730_Prot_35_10.mzML,35986238,36076545,42392,16573181
/home/chong/Downloads/CCLE/output/Protein_35/g00731_Prot_35_11.mzML,36076550,36165776,41996,16615177
/home/chong/Downloads/CCLE/output/Protein_35/g00732_Prot_35_12.mzML,36165781,36257071,42253,16657430
/home/chong/Downloads/CCLE/output/Protein_36/g00734_Prot_36_01.mzML,36257076,36335414,36764,16694194
/home/chong/Downloads/CCLE/output/Protein_36/g00735_Prot_36_02.mzML,36335419,36409325,34757,16728951
/home/chong/Downloads/CCLE/output/Protein_36/g00736_Prot_36_03.mzML,36409334,36494816,39944,16768895
/home/chong/Downloads/CCLE/output/Protein_36/g00737_Prot_36_04.mzML,36494821,36582937,41385,16810280
/home/chong/Downloads/CCLE/output/Protein_36/g00738_Prot_36_05.mzML,36582942,36666126,38889,16849169
/home/chong/Downloads/CCLE/output/Protein_36/g00739_Prot_36_06.mzML,36666130,36750718,39617,16888786
/home/chong/Downloads/CCLE/output/Protein_36/g00740_Prot_36_07.mzML,36750723,36843436,43853,16932639
/home/chong/Downloads/CCLE/output/Protein_36/g00741_Prot_36_08.mzML,36843441,36927894,39546,16972185
/home/chong/Downloads/CCLE/output/Protein_36/g00742_Prot_36_09.mzML,36927898,37014038,40686,17012871
/home/chong/Downloads/CCLE/output/Protein_36/g00743_Prot_36_10.mzML,37014043,37097159,39083,17051954
/home/chong/Downloads/CCLE/output/Protein_36/g00744_Prot_36_11.mzML,37097163,37183493,40687,17092641
/home/chong/Downloads/CCLE/output/Protein_36/g00745_Prot_36_12.mzML,37183497,37270826,40872,17133513
/home/chong/Downloads/CCLE/output/Protein_37/g00584_Prot_37_01.mzML,37270832,37343222,33690,17167203
/home/chong/Downloads/CCLE/output/Protein_37/g00585_Prot_37_02.mzML,37343226,37404260,28554,17195757
/home/chong/Downloads/CCLE/output/Protein_37/g00586_Prot_37_03.mzML,37404268,37474468,32520,17228277
/home/chong/Downloads/CCLE/output/Protein_37/g00587_Prot_37_04.mzML,37474474,37544995,32853,17261130
/home/chong/Downloads/CCLE/output/Protein_37/g00588_Prot_37_05.mzML,37545002,37613621,31811,17292941
/home/chong/Downloads/CCLE/output/Protein_37/g00589_Prot_37_06.mzML,37613626,37684106,32755,17325696
/home/chong/Downloads/CCLE/output/Protein_37/g00590_Prot_37_07.mzML,37684110,37757500,34616,17360312
/home/chong/Downloads/CCLE/output/Protein_37/g00591_Prot_37_08.mzML,37757509,37826463,31897,17392209
/home/chong/Downloads/CCLE/output/Protein_37/g00592_Prot_37_09.mzML,37826467,37899548,34245,17426454
/home/chong/Downloads/CCLE/output/Protein_37/g00593_Prot_37_10.mzML,37899561,37970194,32806,17459260
/home/chong/Downloads/CCLE/output/Protein_37/g00594_Prot_37_11.mzML,37970198,38043689,34226,17493486
/home/chong/Downloads/CCLE/output/Protein_37/g00595_Prot_37_12.mzML,38043693,38113385,32157,17525643
/home/chong/Downloads/CCLE/output/Protein_38/g00601_Prot_38_01.mzML,38113389,38178887,30675,17556318
/home/chong/Downloads/CCLE/output/Protein_38/g00602_Prot_38_02.mzML,38178891,38235576,26529,17582847
/home/chong/Downloads/CCLE/output/Protein_38/g00603_Prot_38_03.mzML,38235583,38302385,31008,17613855
/home/chong/Downloads/CCLE/output/Protein_38/g00604_Prot_38_04.mzML,38302397,38367377,30248,17644103
/home/chong/Downloads/CCLE/output/Protein_38/g00605_Prot_38_05.mzML,38367385,38430464,29246,17673349
/home/chong/Downloads/CCLE/output/Protein_38/g00606_Prot_38_06.mzML,38430468,38492217,28559,17701908
/home/chong/Downloads/CCLE/output/Protein_38/g00607_Prot_38_07.mzML,38492221,38558391,31273,17733181
/home/chong/Downloads/CCLE/output/Protein_38/g00608_Prot_38_08.mzML,38558395,38623114,30020,17763201
/home/chong/Downloads/CCLE/output/Protein_38/g00609_Prot_38_09.mzML,38623119,38689441,31089,17794290
/home/chong/Downloads/CCLE/output/Protein_38/g00610_Prot_38_10.mzML,38689451,38753441,29829,17824119
/home/chong/Downloads/CCLE/output/Protein_38/g00611_Prot_38_11.mzML,38753446,38818711,30613,17854732
/home/chong/Downloads/CCLE/output/Protein_38/g00612_Prot_38_12.mzML,38818715,38880580,28766,17883498
/home/chong/Downloads/CCLE/output/Protein_39/g00616_Prot_39_01.mzML,38880584,38937329,26587,17910085
/home/chong/Downloads/CCLE/output/Protein_39/g00617_Prot_39_02.mzML,38937336,38990667,24987,17935072
/home/chong/Downloads/CCLE/output/Protein_39/g00618_Prot_39_03.mzML,38990672,39050806,27962,17963034
/home/chong/Downloads/CCLE/output/Protein_39/g00619_Prot_39_04.mzML,39050810,39112632,28884,17991918
/home/chong/Downloads/CCLE/output/Protein_39/g00620_Prot_39_05.mzML,39112636,39173426,28233,18020151
/home/chong/Downloads/CCLE/output/Protein_39/g00621_Prot_39_06.mzML,39173431,39233417,27906,18048057
/home/chong/Downloads/CCLE/output/Protein_39/g00622_Prot_39_07.mzML,39233422,39295586,29343,18077400
/home/chong/Downloads/CCLE/output/Protein_39/g00623_Prot_39_08.mzML,39295600,39354381,27339,18104739
/home/chong/Downloads/CCLE/output/Protein_39/g00624_Prot_39_09.mzML,39354385,39416042,28957,18133696
/home/chong/Downloads/CCLE/output/Protein_39/g00625_Prot_39_10.mzML,39416054,39476516,28192,18161888
/home/chong/Downloads/CCLE/output/Protein_39/g00626_Prot_39_11.mzML,39476521,39550081,34130,18196018
/home/chong/Downloads/CCLE/output/Protein_39/g00627_Prot_39_12.mzML,39550086,39614910,29566,18225584
/home/chong/Downloads/CCLE/output/Protein_40/c04240_Prot_40_10.mzML,39614917,39701092,36858,18262442
/home/chong/Downloads/CCLE/output/Protein_40/c04241_Prot_40_11.mzML,39701096,39788696,37275,18299717
/home/chong/Downloads/CCLE/output/Protein_40/c04242_Prot_40_12.mzML,39788701,39871965,35974,18335691
/home/chong/Downloads/CCLE/output/Protein_40/g00641_Prot_40_01.mzML,39871976,39945222,33038,18368729
/home/chong/Downloads/CCLE/output/Protein_40/g00642_Prot_40_02.mzML,39945232,40010311,30071,18398800
/home/chong/Downloads/CCLE/output/Protein_40/g00643_Prot_40_03.mzML,40010315,40080771,32232,18431032
/home/chong/Downloads/CCLE/output/Protein_40/g00644_Prot_40_04.mzML,40080775,40150635,31977,18463009
/home/chong/Downloads/CCLE/output/Protein_40/g00645_Prot_40_05.mzML,40150643,40219752,31598,18494607
/home/chong/Downloads/CCLE/output/Protein_40/g00646_Prot_40_06.mzML,40219756,40292991,33599,18528206
/home/chong/Downloads/CCLE/output/Protein_40/g00647_Prot_40_07.mzML,40292999,40363914,33338,18561544
/home/chong/Downloads/CCLE/output/Protein_40/g00648_Prot_40_08.mzML,40363919,40433406,31679,18593223
/home/chong/Downloads/CCLE/output/Protein_40/g00649_Prot_40_09.mzML,40433411,40507196,34157,18627380
/home/chong/Downloads/CCLE/output/Protein_41/c04228_Prot_41_01.mzML,40507201,40597017,36971,18664351
/home/chong/Downloads/CCLE/output/Protein_41/c04229_Prot_41_02.mzML,40597031,40683946,38702,18703053
/home/chong/Downloads/CCLE/output/Protein_41/c04230_Prot_41_03.mzML,40683964,40768739,36888,18739941
/home/chong/Downloads/CCLE/output/Protein_41/c04231_Prot_41_04.mzML,40768748,40854470,37469,18777410
/home/chong/Downloads/CCLE/output/Protein_41/c04232_Prot_41_05.mzML,40854489,40937856,36138,18813548
/home/chong/Downloads/CCLE/output/Protein_41/c04233_Prot_41_06.mzML,40937886,41022137,36760,18850308
/home/chong/Downloads/CCLE/output/Protein_41/c04234_Prot_41_07.mzML,41022141,41109140,39442,18889750
/home/chong/Downloads/CCLE/output/Protein_41/c04235_Prot_41_08.mzML,41109162,41191509,35891,18925641
/home/chong/Downloads/CCLE/output/Protein_41/c04236_Prot_41_09.mzML,41191517,41276602,37755,18963396
/home/chong/Downloads/CCLE/output/Protein_41/c04237_Prot_41_10.mzML,41276621,41362153,37456,19000852
/home/chong/Downloads/CCLE/output/Protein_41/c04238_Prot_41_11.mzML,41362188,41447944,38087,19038939
/home/chong/Downloads/CCLE/output/Protein_41/c04239_Prot_41_12.mzML,41447963,41529092,33454,19072393
/home/chong/Downloads/CCLE/output/Protein_42/c04168_Prot_42_01.mzML,41529101,41617149,38396,19110789
/home/chong/Downloads/CCLE/output/Protein_42/c04169_Prot_42_02.mzML,41617157,41705366,38621,19149410
/home/chong/Downloads/CCLE/output/Protein_42/c04170_Prot_42_03.mzML,41705371,41795247,38800,19188210
/home/chong/Downloads/CCLE/output/Protein_42/c04171_Prot_42_04.mzML,41795264,41885217,38180,19226390
/home/chong/Downloads/CCLE/output/Protein_42/c04172_Prot_42_05.mzML,41885284,41973730,37213,19263603
/home/chong/Downloads/CCLE/output/Protein_42/c04173_Prot_42_06.mzML,41973736,42060576,36986,19300589
/home/chong/Downloads/CCLE/output/Protein_42/c04174_Prot_42_07.mzML,42060583,42151141,39722,19340311
/home/chong/Downloads/CCLE/output/Protein_42/c04175_Prot_42_08.mzML,42151147,42238635,36281,19376592
/home/chong/Downloads/CCLE/output/Protein_42/c04176_Prot_42_09.mzML,42238649,42327136,37910,19414502
/home/chong/Downloads/CCLE/output/Protein_42/c04177_Prot_42_10.mzML,42327142,42417296,38552,19453054
/home/chong/Downloads/CCLE/output/Protein_42/c04178_Prot_42_11.mzML,42417310,42507416,38066,19491120
