,bucket,size,time_dist
750,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1050.pkl,460,0.02917957305908203
751,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1051.pkl,184,0.007566928863525391
752,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1052.pkl,212,0.00902557373046875
753,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1053.pkl,297,0.014608144760131836
754,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1054.pkl,221,0.01676654815673828
755,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1055.pkl,193,0.007979869842529297
756,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1056.pkl,188,0.007745265960693359
757,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1057.pkl,254,0.011801958084106445
758,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1058.pkl,308,0.015637636184692383
759,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1059.pkl,188,0.007681369781494141
760,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1060.pkl,384,0.02164483070373535
761,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1061.pkl,209,0.008850336074829102
762,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1062.pkl,128,0.004598379135131836
763,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1063.pkl,2640,0.5405442714691162
764,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1064.pkl,1362,0.3622095584869385
765,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1065.pkl,95,0.00307464599609375
766,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1066.pkl,516,0.037287235260009766
767,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1067.pkl,843,0.0806112289428711
768,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1068.pkl,303,0.01640462875366211
769,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1069.pkl,790,0.07276296615600586
770,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1070.pkl,214,0.009821653366088867
771,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1071.pkl,347,0.022929668426513672
772,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1072.pkl,464,0.029575109481811523
773,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1073.pkl,153,0.014613628387451172
774,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1074.pkl,121,0.00494694709777832
775,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1075.pkl,1640,0.3364717960357666
776,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1076.pkl,212,0.009124517440795898
777,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1077.pkl,129,0.0046329498291015625
778,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1078.pkl,318,0.016475677490234375
779,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1079.pkl,210,0.008939027786254883
780,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1080.pkl,443,0.027976274490356445
781,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1081.pkl,159,0.0060901641845703125
782,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1082.pkl,165,0.006254911422729492
783,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1083.pkl,191,0.007979869842529297
784,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1084.pkl,126,0.004511356353759766
785,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1085.pkl,234,0.010610103607177734
786,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1086.pkl,768,0.0682988166809082
787,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1087.pkl,249,0.03381538391113281
788,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1088.pkl,108,0.0036525726318359375
789,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1089.pkl,229,0.01031804084777832
790,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1090.pkl,187,0.007571220397949219
791,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1091.pkl,244,0.012841939926147461
792,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1092.pkl,300,0.015256404876708984
793,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1093.pkl,172,0.006784915924072266
794,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1094.pkl,246,0.011445045471191406
795,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1095.pkl,194,0.008063077926635742
796,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1096.pkl,317,0.01665186882019043
797,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1097.pkl,221,0.009735584259033203
798,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1098.pkl,546,0.03822016716003418
799,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1099.pkl,262,0.01240086555480957
800,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1100.pkl,362,0.034905433654785156
801,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1101.pkl,339,0.02620983123779297
802,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1102.pkl,95,0.003760814666748047
803,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1103.pkl,590,0.04360222816467285
804,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1104.pkl,181,0.00970458984375
805,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1105.pkl,124,0.0057718753814697266
806,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1106.pkl,416,0.02942371368408203
807,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1107.pkl,186,0.011298418045043945
808,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1108.pkl,411,0.024585485458374023
809,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1109.pkl,918,0.09373879432678223
810,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1110.pkl,86,0.0026428699493408203
811,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1111.pkl,183,0.0073697566986083984
812,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1112.pkl,9344,4.828259229660034
813,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1113.pkl,425,0.027875900268554688
814,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1114.pkl,243,0.011203289031982422
815,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1115.pkl,3470,0.981377363204956
816,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1116.pkl,922,0.0960235595703125
817,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1117.pkl,3138,0.7401714324951172
818,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1118.pkl,967,0.10808229446411133
819,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1119.pkl,185,0.008092641830444336
820,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1120.pkl,1889,0.593195915222168
821,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1121.pkl,1305,0.36960601806640625
822,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1122.pkl,166,0.0065534114837646484
823,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1123.pkl,3411,0.8803122043609619
824,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/5_1124.pkl,2230,0.5553221702575684
