,bucket,size,time_kmeans,time_ANNsearch
0,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_300.pkl,9994,0.6526916027069092,7.0288519859313965
1,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_301.pkl,8798,0.7150452136993408,1.734926700592041
2,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_302.pkl,5096,0.6537067890167236,0.7054283618927002
3,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_303.pkl,4884,0.36791539192199707,0.6969268321990967
4,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_304.pkl,5138,0.7528743743896484,0.7782070636749268
5,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_305.pkl,4600,0.4954700469970703,0.6323399543762207
6,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_306.pkl,4536,0.2730684280395508,0.6347336769104004
7,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_307.pkl,7921,0.7381505966186523,1.4935338497161865
8,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_308.pkl,9423,0.7156074047088623,2.169130802154541
9,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_309.pkl,5693,0.7120676040649414,0.9416801929473877
10,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_310.pkl,5366,0.5553512573242188,0.8384499549865723
11,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_311.pkl,5911,0.6555089950561523,1.0072736740112305
12,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_312.pkl,6601,0.5211501121520996,1.2159383296966553
13,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_313.pkl,5699,0.6942007541656494,0.8629255294799805
14,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_314.pkl,7443,0.6262485980987549,1.4286072254180908
15,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_315.pkl,11181,0.7325854301452637,2.7739007472991943
16,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_316.pkl,10117,0.803412675857544,2.586693525314331
17,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_317.pkl,6235,0.7763323783874512,1.0857970714569092
18,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_318.pkl,7103,0.8156824111938477,1.3164174556732178
19,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_319.pkl,4881,0.5874102115631104,0.8048574924468994
20,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_320.pkl,4869,0.6868393421173096,0.8059678077697754
21,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_321.pkl,6343,0.6841995716094971,1.089604139328003
22,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_322.pkl,16413,0.8734796047210693,6.327412843704224
23,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_323.pkl,7960,0.6363687515258789,1.6236367225646973
24,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_324.pkl,7690,0.5133805274963379,1.4357402324676514
25,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_325.pkl,6515,0.8433640003204346,1.3495924472808838
26,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_326.pkl,6674,0.5725798606872559,1.253572702407837
27,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_327.pkl,7018,0.6241264343261719,1.267531156539917
28,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_328.pkl,6822,0.7488596439361572,1.2833349704742432
29,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_329.pkl,11794,1.1104474067687988,3.409529447555542
30,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_330.pkl,11702,0.596430778503418,3.3421084880828857
31,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_331.pkl,7376,0.632188081741333,1.4769701957702637
32,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_332.pkl,7945,0.812145471572876,1.78426194190979
33,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_333.pkl,6867,0.5655224323272705,1.3385765552520752
34,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_334.pkl,6206,0.4554603099822998,1.0617530345916748
35,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_335.pkl,8527,0.898484468460083,2.4394872188568115
36,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_336.pkl,12237,1.2894835472106934,31.47852659225464
37,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_337.pkl,11787,0.580202579498291,3.2443671226501465
38,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_338.pkl,6065,0.8563821315765381,1.1487138271331787
39,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_339.pkl,8009,0.5435941219329834,1.6449790000915527
40,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_340.pkl,6939,0.5125863552093506,1.3657126426696777
41,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_341.pkl,5803,0.8628983497619629,0.9226112365722656
42,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_342.pkl,7209,0.7774920463562012,1.448702335357666
43,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_343.pkl,12821,1.0068070888519287,3.664114475250244
44,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_344.pkl,13782,0.64211106300354,4.4529478549957275
45,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_345.pkl,9264,1.043914556503296,2.740150213241577
46,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_346.pkl,7369,0.8603403568267822,1.4921863079071045
47,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_347.pkl,7958,0.4540245532989502,1.8079049587249756
48,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_348.pkl,7202,0.8548097610473633,1.5170838832855225
49,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_349.pkl,9957,1.001556396484375,2.8165180683135986
50,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_350.pkl,16400,0.8129804134368896,6.173137426376343
51,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_351.pkl,16483,0.9018673896789551,6.170051097869873
52,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_352.pkl,14408,0.952570915222168,4.555811882019043
53,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_353.pkl,11102,0.6795499324798584,3.1827657222747803
54,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_354.pkl,8932,0.6084115505218506,2.2270431518554688
55,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_355.pkl,7020,0.8841555118560791,1.5936927795410156
56,/media/maesk/WD/falcon/PXD000561_computeTime/spectra/2_356.pkl,8900,0.5812358856201172,2.149630546569824
