,eps,size_mean,size_median,homogeneity,completeness,prop_clustered
0,0.01,13.447112626508632,5.0,0.9976190930580295,0.7628047042288812,0.10616516687573198
1,0.1,16.41047094145029,5.0,0.9913707646431992,0.8821832333365652,0.48625631869389085
2,0.2,18.303351116522247,5.0,0.9697565626817055,0.9201113326635685,0.6308013379097107
3,0.3,22.47635963743002,5.0,0.9282519344455559,0.9352859270957612,0.7204843934248282
4,0.4,28.990900908169092,5.0,0.8946649863517818,0.9421685398997748,0.7830763112650472
5,0.5,38.02914159694149,5.0,0.8714238079499165,0.9455889571679982,0.8296567763971459
